"Pierre Omidyar,21.4,United States,""eBay, PayPal"",83,53,""Honolulu, Hawaii"",United States,Married,3,""Bachelor of Arts/Science, Tufts University"",True";;
"Stefan Persson,21.3,Sweden,H&M,84,73,""Stockholm, Sweden"",Sweden,Married,3,""Associate in Arts/Science, University of Stockholm"",False";;
"Abigail Johnson,20.9,United States,money management,85,59,""Milton, Massachusetts"",United States,Married,2,""Master of Business Administration, Harvard Business School";" Bachelor of Arts/Science, Hobart and William Smith"",False";
"R. Budi Hartono,20.5,Indonesia,""banking, tobacco"",86,80,""Kudus, Indonesia"",Indonesia,Married,3,,False";;
"Andrew Forrest,20.4,Australia,mining,87,59,""Perth, Australia"",Australia,Married,3,""Bachelor of Arts/Science, University of Western Australia"",True";;
"Ray Dalio,20.3,United States,hedge funds,88,71,""Greenwich, Connecticut"",United States,Married,4,""Master of Business Administration, Harvard Business School";" Bachelor of Arts/Science, Long Island University"",True";
"Michael Hartono,19.7,Indonesia,""banking, tobacco"",89,81,""Kudus, Indonesia"",Indonesia,Married,4,,False";;
"Li Shufu,19.7,China,automobiles,89,57,""Hangzhou, China"",China,Married,,""Master of Science, Yanshan University"",True";;
"Zhong Huijuan,19.7,China,pharmaceuticals,89,60,""Shanghai, China"",China,Married,,""EMBA, Nanjing University"",True";;
"Xu Hang,19.5,Hong Kong,medical devices,92,54,""Shenzhen, China"",Hong Kong,,,""EMBA, Ceibs"; Bachelor of Engineering, Tsinghua University;" Master of Science in Engineering, Tsinghua University"",True"
"Lui Che Woo & family,19.4,Hong Kong,casinos/hotels,93,92,""Hong Kong, Hong Kong"",Hong Kong,Married,5,,True";;
"Emmanuel Besnier,19.1,France,cheese,94,50,""Laval, France"",France,,,,False";;
"Laurene Powell Jobs & family,19.0,United States,""Apple, Disney"",95,57,""Palo Alto, California"",United States,Widowed,3,""Master of Business Administration, Stanford Graduate School of Business";" Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"",False";
"Eric Schmidt,18.9,United States,Google,96,66,""Atherton, California"",United States,Married,2,""Bachelor of Arts/Science, Princeton University"; Doctorate, University of California, Berkeley;" Master of Science, University of California, Berkeley"",True"
"Sun Piaoyang,18.9,China,pharmaceuticals,96,62,""Lianyungang, China"",China,Married,1,""Bachelor of Arts/Science, China Pharmaceutical University";" Doctorate, Nanjing University"",True";
"Theo Albrecht, Jr. & family,18.8,Germany,""Aldi, Trader Joe's"",98,70,""Mulheim an der Ruhr, Germany"",Germany,,1,,False";;
"Alisher Usmanov,18.4,Russia,""steel, telecom, investments"",99,67,""Moscow, Russia"",Russia,Married,,""Master, Finance Academy under the Government of the Russian Federation";" Master of Laws, Moscow Institute of International Relations"",True";
"Robert Pera,18.3,United States,wireless networking gear,100,43,""San Jose, California"",United States,Single,,""Bachelor of Arts/Science, University of California, San Diego";" Master of Science, University of California, San Diego"",True";
"Wu Yajun,18.3,China,real estate,100,57,""Beijing, China"",China,Divorced,1,Northwestern Polytechnical University,True";;
"Fan Hongwei & family,18.2,China,petrochemicals,102,54,""Wujiang, China"",China,Married,,,True";;
"Dhanin Chearavanont,18.1,Thailand,diversified,103,82,""Bangkok, Thailand"",Thailand,Married,5,,False";;
"Peter Woo,18.0,Hong Kong,real estate,104,74,""Hong Kong, Hong Kong"",Hong Kong,Married,3,""Master of Business Administration, Columbia Business School"",False";;
"Chen Bang,17.9,China,hospitals,105,55,""Changsha, China"",China,Married,,""Master of Business Administration, Hunan University"",True";;
"Andrey Melnichenko,17.9,Russia,""coal, fertilizers"",105,49,""Moscow, Russia"",Russia,Married,2,""Master of Science, Plekhanov Russian University of Economics"",True";;
"Dustin Moskovitz,17.8,United States,Facebook,107,36,""San Francisco, California"",United States,Married,,""Drop Out, Harvard University"",True";;
"Su Hua,17.8,China,video streaming,107,39,""Beijing, China"",China,,,""Bachelor of Science, Tsinghua University"",True";;
"Donald Newhouse,17.6,United States,media,109,91,""New York, New York"",United States,Widowed,3,""Drop Out, Syracuse University"",False";;
"Petr Kellner,17.5,Czechia,""finance, telecommunications"",110,,,Czechia,,4,""Bachelor of Arts/Science, University of Economics in Prague"",True";;
"Lee Man Tat,17.4,Hong Kong,food,111,91,""Hong Kong, Hong Kong"",Hong Kong,Married,5,,False";;
"Pavel Durov,17.2,Russia,messaging app,112,36,""Dubai, United Arab Emirates"",Russia,Single,2,""Master of Science, Saint Petersburg State University"",True";;
"Jorge Paulo Lemann & family,16.9,Brazil,beer,114,81,""Zurich, Switzerland"",Brazil,Married,5,""Bachelor of Arts/Science, Harvard University"",True";;
"Reinhold Wuerth & family,16.8,Germany,fasteners,115,86,""Kuenzelsau, Germany"",Germany,Married,3,,True";;
"Charlene de Carvalho-Heineken & family,16.7,Netherlands,Heineken,116,66,""London, United Kingdom"",Netherlands,Married,5,""Bachelor of Arts/Science, Rijnlands Lyceum Wassenaar";" Doctor of Jurisprudence, University of Leiden"",False";
"Radhakishan Damani,16.5,India,""retail, investments"",117,66,""Mumbai, India"",India,Married,3,,True";;
"Wang Chuanfu,16.3,China,""batteries, automobiles"",118,55,""Shenzhen, China"",China,Married,,""Master of Science, Beijing Non-Ferrous Research Institute";" Bachelor of Arts/Science, Central South Industrial University of Technology"",True";
"Steve Cohen,16.0,United States,hedge funds,119,64,""Greenwich, Connecticut"",United States,Married,7,""Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"",True";;
"Ken Griffin,16.0,United States,hedge funds,119,52,""Chicago, Illinois"",United States,Divorced,3,""Bachelor of Arts/Science, Harvard University"",True";;
"Chen Zhiping,15.9,China,e-cigarettes,121,45,""Shenzhen, China"",China,Married,,""Master, China Europe International Business School";" Bachelor of Arts/Economics, Tongji University"",True";
"Ernest Garcia, II.,15.9,United States,used cars,121,63,""Tempe, Arizona"",United States,Married,,""Bachelor of Science, Stanford University"",True";;
"Uday Kotak,15.9,India,banking,121,62,""Mumbai, India"",India,Married,2,""Bachelor of Arts/Science, Bombay University";" Master of Business Administration, University of Bombay"",True";
"Carl Icahn,15.8,United States,investments,124,85,""Indian Creek, Florida"",United States,Married,2,""Drop Out, New York University";" Bachelor of Arts/Science, Princeton University"",True";
"Suleiman Kerimov & family,15.8,Russia,investments,124,55,""Moscow, Russia"",Russia,Married,3,""Bachelor of Arts/Science, Dagestan State University"",True";;
"Thomas Frist, Jr. & family,15.7,United States,hospitals,126,82,""Nashville, Tennessee"",United States,Married,3,""Bachelor of Arts/Science, Vanderbilt University";" Medical Doctor, Washington University"",True";
"Mikhail Fridman,15.5,Russia,""oil, banking, telecom"",128,57,""London, United Kingdom"",Russia,Divorced,5,""Bachelor of Arts/Science, Moscow Institute of Steel and Alloys"",True";;
"Wei Jianjun & family,15.5,China,automobiles,128,57,""Baoding, China"",China,Married,,""Bachelor of Arts/Science, Hebei Province"",True";;
"Zuo Hui,15.5,China,real estate services,128,50,""Beijing, China"",China,,,,True";;
"Zhou Qunfei & family,15.4,Hong Kong,smartphone screens,131,,""Hong Kong, Hong Kong"",Hong Kong,Married,,,True";;
"Donald Bren,15.3,United States,real estate,132,88,""Newport Beach, California"",United States,Married,7,""Bachelor of Arts/Science, University of Washington"",True";;
"Hinduja brothers,14.9,United Kingdom,diversified,133,,""London, United Kingdom"",United Kingdom,,,,False";;
"Lakshmi Mittal,14.9,India,steel,133,70,""London, United Kingdom"",India,Married,2,""Bachelor of Arts/Science, St Xavier's College Calcutta"",False";;
"Georg Schaeffler,14.9,Germany,auto parts,133,56,""Herzogenaurach, Germany"",Germany,Divorced,4,,False";;
"Eric Yuan & family,14.9,United States,video conferencing,133,51,""Santa Clara, California"",United States,Married,3,""Master of Engineering Management, China University of Mining and Technology";" Bachelor of Engineering, Shandong Institute of Business and Technology"",True";
"Wang Jianlin,14.8,China,real estate,137,66,""Beijing, China"",China,Married,1,Liaoning University,True";;
"Kwong Siu-hing,14.7,Hong Kong,real estate,138,91,""Hong Kong, Hong Kong"",Hong Kong,Widowed,4,,False";;
"Robin Li,14.7,China,internet search,138,52,""Beijing, China"",China,Married,4,""Bachelor of Arts/Science, Peking University";" Master of Arts, University at Buffalo"",True";
"Pallonji Mistry,14.6,Ireland,construction,140,91,""Mumbai, India"",Ireland,Married,4,,False";;
"Eduardo Saverin,14.6,Brazil,Facebook,140,39,""Singapore, Singapore"",Brazil,Married,1,""Bachelor of Arts/Science, Harvard University"",True";;
"Roman Abramovich,14.5,Russia,""steel, investments"",142,54,""Moscow, Russia"",Russia,Married,7,""Bachelor of Arts/Science, Moscow State Law Academy"",True";;
"David Tepper,14.5,United States,hedge funds,142,63,New Jersey,United States,Married,3,""Master of Business Administration, David A. Tepper School of Business";" Bachelor of Arts/Science, University of Pittsburgh"",True";
"Gong Hongjia & family,14.4,Hong Kong,video surveillance,144,56,""Hong Kong, Hong Kong"",Hong Kong,Married,2,""Bachelor of Arts/Science, Huazhong University of Science and Technology"",True";;
"Mike Cannon-Brookes,14.2,Australia,software,145,41,""Sydney, Australia"",Australia,Married,2,""Bachelor of Arts/Science, University of New South Wales"",True";;
"John Menard, Jr.,14.2,United States,home improvement stores,145,81,""Eau Claire, Wisconsin"",United States,Married,6,""Bachelor of Arts/Science, University of Wisconsin, Eau Claire"",True";;
"Seo Jung-jin,14.2,South Korea,biotech,145,63,""Seoul, South Korea"",South Korea,Married,2,""Bachelor of Arts/Science, Konkuk University";" Master of Science, Konkuk University"",True";
"Cheng Yixiao,14.1,China,video streaming app,148,37,""Beijing, China"",China,,,,True";;
"Liang Wengen,14.1,China,construction equipment,148,64,""Changsha, China"",China,Married,1,""Bachelor of Arts/Science, Central South University"",True";;
"Scott Farquhar,14.0,Australia,software,150,41,""Sydney, Australia"",Australia,Married,2,""Bachelor of Arts/Science, University of New South Wales"",True";;
"Finn Rausing,13.9,Sweden,packaging,151,66,""London, United Kingdom"",Sweden,,,,False";;
"Jorn Rausing,13.9,Sweden,packaging,151,61,""Surrey, United Kingdom"",Sweden,,,,False";;
"Kirsten Rausing,13.9,Sweden,packaging,151,68,""Newmarket, United Kingdom"",Sweden,,,,False";;
"Brian Chesky,13.7,United States,Airbnb,154,39,""San Francisco, California"",United States,Single,,""Bachelor of Arts/Science, Rhode Island School of Design"",True";;
"Joseph Lau,13.6,Hong Kong,real estate,155,69,""Hong Kong, Hong Kong"",Hong Kong,Divorced,6,,True";;
"David Duffield,13.5,United States,business software,156,80,""Incline Village, Nevada"",United States,Married,10,""Bachelor of Engineering, Cornell University";" Master of Business Administration, Samuel Curtis Johnson Graduate School of Management"",True";
"Charoen Sirivadhanabhakdi,13.5,Thailand,""alcohol, real estate"",156,77,""Bangkok, Thailand"",Thailand,Married,5,,True";;
"Kim Jung-ju,13.3,South Korea,online games,158,53,""Seoul, South Korea"",South Korea,Married,2,""Doctorate, Korea Advanced Institute of Science and Technology"; Master of Science, Korea Advanced Institute of Science and Technology;" Bachelor of Arts/Science, Seoul National University"",True"
"Robert & Philip Ng,13.3,Singapore,real estate,158,,""Singapore, Singapore"",Singapore,,,,False";;
"Zhang Bangxin,13.3,China,education,158,41,""Beijing, China"",China,,,""EMBA, China Europe International Business School"",True";;
"Anders Holch Povlsen,13.2,Denmark,fashion retail,161,48,""Aarhus, Denmark"",Denmark,Married,4,,False";;
"Wang Wenyin,13.2,China,""mining, copper products"",161,53,""Shenzhen, China"",China,,,,True";;
"Wang Liping & family,13.1,China,hydraulic machinery,163,55,""Changzhou, China"",China,Married,,,True";;
"Tatyana Bakalchuk,13.0,Russia,ecommerce,164,45,""Moscow region, Russia"",Russia,Married,4,""Bachelor of Science, State University of Management"",True";;
"Michael Platt,13.0,United Kingdom,hedge funds,164,53,""Geneva, Switzerland"",United Kingdom,,,""Bachelor of Arts/Science, London School of Economics";" Bachelor of Arts/Science, London School of Economics"",True";
"Huang Shilin,12.9,China,batteries,166,54,""Ningde, China"",China,,,""Bachelor of Technology, Hefei University of Technology"",True";;
"Ricardo Salinas Pliego & family,12.9,Mexico,""retail, media"",166,65,""Mexico City, Mexico"",Mexico,Married,6,""Master of Business Administration, A. B. Freeman School of Business";" Bachelor of Arts/Science, Tecnológico de Monterrey"",False";
"Kumar Birla,12.8,India,commodities,168,53,""Mumbai, India"",India,Married,3,""Master of Business Administration, London Business School";" Bachelor of Arts/Science, University of Bombay"",False";
"Dang Yanbao,12.7,China,coal,169,48,""Yinchuan, China"",China,,,""Master of Business Administration, Peking University"",True";;
"Cyrus Poonawalla,12.7,India,vaccines,169,79,""Pune, India"",India,Widowed,1,""Bachelor of Arts/Science, Pune University";" Doctorate, Pune University"",False";
"Robert Kuok,12.6,Malaysia,""palm oil, shipping, property"",171,97,""Hong Kong, Hong Kong"",Malaysia,Married,8,""Bachelor of Arts/Science, Raffles College"",True";;
"Hank & Doug Meijer,12.6,United States,supermarkets,171,,""Grand Rapids, Michigan"",United States,,,,False";;
"Jack Dorsey,12.5,United States,""Twitter, Square"",173,44,""San Francisco, California"",United States,Single,,""Drop Out, New York University"",True";;
"Lu Zhongfang,12.5,China,education,173,78,""Tonghua, China"",China,,,,True";;
"Ma Jianrong & family,12.5,China,""textiles, apparel"",173,57,""Ningbo, China"",China,Married,,,True";;
"Zhang Tao,12.5,China,e-commerce,173,48,""Beijing, China"",China,,,,True";;
"Nathan Blecharczyk,12.4,United States,Airbnb,177,37,""San Francisco, California"",United States,Married,2,""Bachelor of Arts/Science, Harvard University"",True";;
"John Doerr,12.4,United States,venture capital,177,69,""Woodside, California"",United States,Married,2,""Master of Business Administration, Harvard University"; Bachelor of Arts/Science, Rice University;" Master of Science, Rice University"",True"
"Joe Gebbia,12.4,United States,Airbnb,177,39,""San Francisco, California"",United States,In Relationship,,""Bachelor of Arts/Science, Rhode Island School of Design"",True";;
"Forrest Li,12.4,Singapore,gaming,177,43,""Singapore, Singapore"",Singapore,Married,,""Bachelor of Engineering, Shanghai Jiaotong University";" Master of Business Administration, Stanford Graduate School of Business"",True";
"Yu Renrong,12.3,China,semiconductors,181,55,""Ningbo, China"",China,,,""Bachelor of Science in Engineering, Tsinghua University"",True";;
"Liu Yonghao & family,12.1,China,agribusiness,182,69,""Chengdu, China"",China,Married,2,,True";;
"Gordon Moore,12.1,United States,Intel,182,92,""Woodside, California"",United States,Married,2,""Doctorate, California Institute of Technology";" Bachelor of Arts/Science, University of California, Berkeley"",True";
"Jeff Yass,12.0,United States,""trading, investments"",184,62,""Haverford, Pennsylvania"",United States,Married,4,""Bachelor of Arts/Economics, SUNY Binghamton"",True";;
"Bobby Murphy,11.9,United States,Snapchat,185,32,""Venice, California"",United States,Single,,""Bachelor of Arts/Science, Stanford University"",True";;
"Patrick Drahi,11.8,France,telecom,186,57,""Zermatt, Switzerland"",France,Married,4,,True";;
Jensen Huang,11.8,United States,semiconductors,186,,,,,,,;;
"Alexander Otto,11.8,Germany,real estate,186,53,""Hamburg, Germany"",Germany,Married,,""Master of Business Administration, Harvard Business School";" Bachelor of Arts/Science, Harvard College"",False";
"Cen Junda,11.6,China,pharmaceuticals,189,56,""Lianyungang, China"",China,,,""Doctorate, Zhejiang University"",True";;
"Joseph Tsai,11.6,Canada,e-commerce,189,57,""Hong Kong, Hong Kong"",Canada,Married,3,""Bachelor of Arts/Science, Yale University";" Doctor of Jurisprudence, Yale University"",True";
"Aliko Dangote,11.5,Nigeria,""cement, sugar"",191,64,""Lagos, Nigeria"",Nigeria,Divorced,3,""Bachelor of Arts/Science, Al-Azhar University"",True";;
"Marcel Herrmann Telles,11.5,Brazil,beer,191,71,""Sao Paulo, Brazil"",Brazil,Married,2,""Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro"",True";;
"Mikhail Prokhorov,11.4,Russia,investments,193,56,""Moscow, Russia"",Russia,Single,,""Bachelor of Arts/Science, Moscow Institute of Finance"",True";;
"Jorge Moll Filho & family,11.3,Brazil,hospitals,194,76,""Rio de Janeiro, Brazil"",Brazil,Married,5,""Masters of Public Health, Universidade Federal do Rio de Janeiro"",True";;
